编号,rain,pore,micro,deep
759,0.0,76.3,2.0,36.804
760,0.1,75.7,4.0,32.745
761,0.6,74.51,0.0,31.815
762,0.3,74.33,1.0,29.952
763,0.5,72.84,1.0,33.417
764,0.1,72.33,1.0,31.903
765,0.3,70.39,1.0,30.902350950019198
766,0.0,70.93,0.0,28.986
767,2.8,71.85,0.0,29.466
768,0.7,68.93,0.0,28.624
769,12.3,73.53,0.0,29.957
770,0.3,73.44,2.0,35.788
771,0.0,72.0,0.0,26.316
772,0.0,71.4,2.0,26.258
773,0.0,72.24,0.0,27.859
774,0.0,71.77,3.0,28.87
775,3.8,71.81,0.0,27.827
776,0.0,70.61,1.0,26.81
777,3.6,72.76,1.0,31.896
778,0.0,72.71,1.0,30.113
779,0.0,71.23,1.0,31.729
780,0.0,72.31,0.0,30.161
781,0.0,70.73,1.0,31.262
782,5.7,73.8,0.0,30.939
783,0.0,70.56,1.0,26.352
784,0.0,71.59,4.0,30.991
785,0.3,70.88,0.0,28.003
786,21.5,81.88,1.0,39.198
787,0.0,80.26,1.0,33.523
788,14.6,85.52,3.0,42.473
789,8.4,89.67,0.0,38.848
790,0.0,89.07,2.0,37.691
791,0.0,87.19,1.0,34.288
792,7.2,90.09,2.0,37.711
793,0.0,87.66,1.0,36.821
794,0.9,88.2,0.0,41.195
795,0.0,89.14,0.0,38.992
796,0.0,87.29,0.0,38.041
797,0.0,86.94,1.0,37.64722229764567
798,3.4,88.92,0.0,39.592
799,0.0,86.04,1.0,37.27584116567651
800,0.2,84.39,1.0,34.428
801,0.4,85.11,2.0,40.219
802,0.6,83.36,1.0,35.174
803,0.30000000000000004,84.2,1.0,34.656
804,0.0,84.62,1.0,34.282
805,3.0,84.04,1.0,35.15
806,3.0,88.08,1.0,39.746
807,0.0,88.22,1.0,37.318
808,1.1,87.13,1.0,36.766
809,0.0,85.91,1.0,35.258
810,0.1,86.91629149909777,2.0,36.55829839077123
811,7.6,87.84,1.0,38.861
812,0.8,87.28,1.0,37.487
813,0.0,86.04,0.0,36.12878102261659
814,0.0,84.81,0.0,34.207
815,0.8,83.47,1.0,36.967
816,0.0,82.61,0.0,37.563
817,0.0,82.02,1.0,34.93
818,0.0,81.88,0.0,26.356
819,11.1,86.58,0.0,37.88
820,1.1,85.61,1.0,40.775
821,0.0,85.84,0.0,32.405
822,0.1,84.54464584411349,0.0,32.745
823,0.0,83.41,2.0,33.992
824,0.6,82.22,0.0,34.1774195181939
825,0.0,83.93,1.0,32.84
826,0.0,82.35,0.0,33.282
827,3.8,83.75,0.0,36.552
828,0.4,83.51,1.0,29.94
829,0.5,82.51,1.0,36.898
830,0.45,80.6,3.0,31.079
831,0.0,82.29,1.0,33.98
832,0.2,79.52,1.0,37.316
833,11.9,84.56,1.0,35.144
834,0.0,85.26,3.0,35.247
835,8.6,88.94,0.0,40.338
836,3.6,91.65,2.0,36.598
837,0.0,88.61,2.0,36.583
838,0.0,88.23,1.0,40.586
839,0.3,84.56,2.0,37.407
840,0.0,85.18,4.0,33.225
841,0.3,84.13,2.0,31.278
842,1.1,82.1,3.0,28.731
843,0.0,81.94,1.0,33.867
844,0.0,80.53,0.0,33.984
845,0.0,79.35,2.0,32.198
846,0.5,78.1,3.0,29.944
847,17.2,82.29901939718609,0.0,41.638
848,0.7,86.56,0.0,35.088
849,0.6,84.79,3.0,34.178
850,0.5,84.41,1.0,32.812
851,0.0,80.75,0.0,34.201
852,0.2,81.65,0.0,29.616
853,1.1,80.33375332246739,2.0,32.45355457311025
854,0.1,79.2447603792054,2.0,32.521
855,0.9,78.03,0.0,31.459
856,0.0,77.7448618664817,2.0,32.92
857,0.4,77.46,2.0,33.215
858,0.0,76.15,1.0,31.31
859,0.3,75.55,1.0,30.433
860,0.2,75.86,0.0,31.0457705992561
861,0.2,74.33,0.0,29.32
862,0.0,74.19,1.0,32.214
863,0.8,73.92252686135885,1.0,29.104
864,0.0,73.67,2.0,30.470262248795827
865,0.3,73.3,1.0,29.152
866,0.0,72.68,1.0,29.341
867,0.0,72.76,0.0,29.265
868,0.2,71.53,1.0,32.059
869,12.8,75.98,1.0,34.679
870,0.0,77.41,0.0,27.972
871,0.0,75.16,1.0,30.117
872,0.4,74.62,0.0,31.504
873,0.2,72.35,1.0,29.115
874,0.4,72.32,1.0,30.753
875,1.0,71.69,0.0,27.425
876,0.4,70.47,2.0,30.572
877,3.9,70.97,0.0,30.245
878,0.6,70.78,3.0,32.249
879,0.4,70.69,1.0,29.904
880,0.8,69.62,1.0,35.84572343193402
881,0.2,85.35,0.0,46.566
882,0.4,85.68,0.0,35.906
883,19.9,92.14,1.0,40.384
884,0.0,91.93,1.0,37.961
885,6.7,95.5,2.0,44.407
886,7.5,98.0,0.0,45.477
887,0.0,96.58,0.0,39.90231219047175
888,0.7,94.98,1.0,39.952
889,0.0,95.94,1.0,39.542
890,0.0,94.78,0.0,37.509
891,0.0,92.43,1.0,37.788
892,13.6,98.2,0.0,39.23297457364639
893,3.0,95.59,1.0,42.29
894,0.5,94.74,2.0,41.869
895,0.0,92.97,2.0,37.638
896,0.0,93.55,1.0,34.439
897,0.0,90.62,0.0,37.537
898,0.1,91.84,1.0,36.616
899,0.6,90.76,2.0,33.162
900,0.0,88.14,0.0,40.595
901,0.0,88.56,1.0,36.504
902,18.6,96.38,1.0,50.232
903,10.8,100.66,0.0,40.0277578009019
904,0.0,99.55,1.0,40.06
905,0.0,98.46599905215119,2.0,39.424
906,0.0,97.55,1.0,39.917
907,0.4,96.19,2.0,39.008
908,0.0,94.74976893868006,3.0,37.471
909,0.0,93.26,2.0,39.639
910,0.0,92.22,5.0,36.919
911,0.4,91.27,1.0,39.479
912,0.2,92.3,2.0,36.254
913,6.4,92.76,2.0,40.903
914,9.2,97.49,1.0,45.743
915,0.1,96.67477506906923,1.0,41.221
916,0.4,96.71,0.0,40.232
917,0.1,95.13,2.0,35.177
918,0.2,96.89,0.0,37.943
919,1.1,95.87,2.0,41.761
920,0.2,94.32,0.0,37.733
921,8.0,99.18,1.0,45.644
922,8.4,102.77,1.0,44.703
923,0.1,99.9,0.0,39.525
924,0.0,99.39,0.0,39.617
925,0.1,98.79,3.0,38.213
926,6.7,100.9,1.0,43.554
927,0.0,101.38,0.0,42.505
928,0.0,99.94,0.0,41.555
929,0.1,99.04,0.0,39.101
930,0.2,98.6,0.0,39.206
931,0.0,94.83,1.0,38.274
932,0.1,94.71,2.0,42.637
933,0.0,93.83,0.0,40.669
934,0.0,93.72,4.0,38.48
935,10.9,97.38,1.0,46.698
936,0.3,97.14,1.0,45.566
937,0.5,96.49,2.0,40.824
938,0.0,96.14,2.0,36.174
939,0.0,94.59,3.0,41.692
940,0.0,92.09,2.0,39.73415461698231
941,0.1,93.55,1.0,36.106
942,0.0,93.45,1.0,41.567
943,0.0,92.05,0.0,37.835
944,0.0,90.54,0.0,36.929
945,0.0,90.44,1.0,42.045
946,7.5,90.76,1.0,38.354
947,4.5,91.88,1.0,37.224
948,7.7,95.68,1.0,40.914
949,0.9,94.31,0.0,39.641
950,0.0,93.78,0.0,32.819
951,9.6,97.13,0.0,42.924
952,0.0,95.41,3.0,38.373
953,0.6,95.7,0.0,42.549
954,0.0,96.14,0.0,38.786
955,0.0,93.67,0.0,39.165189231307764
956,0.0,89.49,1.0,39.063
957,0.7,90.21,0.0,38.286
958,0.5,90.63,2.0,36.648
959,5.8,89.97,0.0,42.947
960,3.2,92.01824099773648,0.0,39.901
961,2.1,94.27,0.0,39.972
962,0.0,92.40294444258824,1.0,37.35
963,0.0,90.85,1.0,36.099
964,0.4,90.86,1.0,39.342
965,0.0,92.35716038736341,1.0,34.192
966,5.8,94.25,0.0,42.316
967,0.4,91.19,0.0,34.121
968,0.1,91.02,2.0,39.232
969,0.0,90.11917173752921,0.0,36.152
970,0.1,89.38,1.0,35.062
971,0.0,88.06,0.0,36.21326789987907
972,0.1,85.47,1.0,36.042588856986214
973,0.4,82.93,0.0,34.336
974,0.2,83.31,0.0,35.439
975,0.0,82.53,2.0,35.65
976,0.1,81.04,1.0,33.44
977,8.3,86.23,1.0,36.978
978,6.8,89.41,0.0,37.859
979,0.0,88.01,0.0,34.458
980,0.0,87.02,4.0,38.749
981,0.3,84.49,2.0,34.932
982,9.8,88.68,1.0,40.435
983,0.3,88.08,5.0,34.787
984,0.0,88.62,2.0,33.188
985,0.0,86.08,1.0,36.20748963568366
986,7.4,90.4,1.0,37.473
987,0.4,88.25,1.0,35.478
988,0.0,87.72,1.0,41.03
989,0.0,86.63,1.0,36.517
990,0.0,85.85,1.0,37.639
991,0.0,91.11,1.0,35.31055626878049
992,0.0,91.15,0.0,32.475
993,0.8,87.79,0.0,31.902
994,0.0,89.72,1.0,35.211
995,0.0,85.8,1.0,34.451
996,0.1,87.05,1.0,36.309
997,0.5,85.57,1.0,32.595
998,0.0,83.55,4.0,34.231
999,0.0,83.59,0.0,31.514
1000,0.0,83.09,0.0,31.322
1001,3.0,82.03,2.0,33.350291015979295
1002,0.0,80.8,0.0,38.926
1003,0.2,80.55,0.0,33.754
1004,0.7,79.86,0.0,29.815
1005,0.0,79.12,2.0,32.666
1006,0.3,78.96,1.0,29.975
1007,0.0,76.68,3.0,34.299
1008,0.0,76.41,0.0,28.99
1009,0.2,75.41,1.0,31.635
1010,0.0,76.08,1.0,32.307
1011,0.2,73.56,4.0,31.275425924822542
1012,0.7,73.14,1.0,31.982
1013,0.0,72.51,1.0,30.314
1014,0.0,70.09,0.0,32.526
1015,0.0,69.67,1.0,28.474
1016,6.1,71.09,1.0,28.444
1017,0.7,71.61,0.0,29.142
1018,0.0,69.01,0.0,28.347
1019,0.0,66.48,1.0,26.996
1020,0.0,66.49,1.0,28.674
1021,11.8,72.67,3.0,36.587
1022,8.8,76.16,0.0,32.479
1023,0.0,75.31,0.0,31.004
1024,3.2,77.64,0.0,33.967
1025,0.3,76.49,1.0,34.41
1026,0.0,75.51558396118335,1.0,32.737
1027,0.4,74.91,1.0,33.987
1028,0.8,71.57,0.0,31.91342090653436
1029,0.0,70.32,1.0,29.274
1030,0.0,69.9,1.0,26.839
1031,7.2,73.76,1.0,35.712
1032,8.6,77.06,0.0,33.08
1033,0.7,77.46,1.0,33.615
1034,0.0,75.69,0.0,31.707155031721584
1035,1.0,74.95286010081115,1.0,31.491818016389665
1036,0.0,73.93,2.0,33.117
1037,0.2,74.93,0.0,30.543
1038,0.1,70.56,1.0,28.749
1039,0.0,72.24,0.0,28.436
1040,2.3,72.77,0.0,26.672
1041,0.0,71.0,1.0,32.888
1042,1.1,72.34,0.0,28.426
1043,0.3,69.6,0.0,29.406
1044,0.6,68.21,0.0,30.283
1045,0.0,67.65,1.0,29.676
1046,15.7,73.91,1.0,37.753
1047,10.1,79.88,2.0,35.205
1048,0.0,80.43,0.0,32.494
1049,6.0,81.24,2.0,38.446
1050,0.4,80.91,1.0,36.043
1051,0.4,79.85,3.0,33.128
1052,0.0,80.06,0.0,33.099129185854785
1053,0.0,79.04,2.0,33.021
1054,0.0,76.11,0.0,29.881
1055,0.0,76.31,1.0,31.233
1056,0.4,73.99,0.0,28.707
1057,0.0,74.35,2.0,33.267
1058,0.0,76.88,1.0,34.011
1059,0.0,77.83,0.0,35.598
1060,0.1,75.62,1.0,33.076
1061,0.5,76.45,1.0,33.522
1062,0.0,75.9,1.0,37.519
1063,0.2,75.29,1.0,31.285
1064,1.4,74.87,1.0,34.651
1065,1.0,75.22,1.0,28.415
1066,6.9,77.66,0.0,34.563
1067,0.4,76.0,0.0,32.57127827468451
1068,0.0,76.07,0.0,36.256
1069,0.1,74.52,1.0,30.429
1070,0.0,74.59,0.0,34.331
1071,0.0,72.22,3.0,29.84
1072,0.2,73.39,1.0,31.033
1073,0.0,71.59,2.0,30.304927112789205
1074,0.0,70.69,0.0,27.045
1075,0.0,70.93,2.0,28.235
1076,0.5,69.84,3.0,31.756
1077,0.0,67.49,1.0,25.56
1078,5.8,69.56,0.0,29.424
1079,0.1,71.65,1.0,29.983
1080,0.0,69.54,1.0,32.05
1081,4.1,70.77,1.0,31.087
1082,0.4,70.95,0.0,27.906
1083,0.0,69.58,0.0,30.203
1084,0.0,66.61,1.0,26.791
1085,0.0,68.23,0.0,28.04911413011907
1086,0.5,63.23,3.0,28.363
1087,0.5,66.13,0.0,27.037
1088,0.5,64.82,2.0,24.121
1089,0.7,63.13,0.0,27.248
1090,0.0,61.88,1.0,28.426
1091,0.0,62.33,3.0,25.828
1092,0.0,62.65,2.0,24.366
1093,0.6,62.38,0.0,23.2
1094,0.0,61.47,1.0,27.498
1095,0.0,62.99,1.0,26.457
1096,14.7,70.73,1.0,32.26
1097,0.0,68.3,3.0,29.979
1098,0.3,66.99,1.0,29.534
1099,7.0,70.63,3.0,35.287
1100,14.3,77.78,1.0,37.164
1101,0.0,75.2686220403174,0.0,31.064
1102,0.6,73.91,1.0,29.331
1103,0.2,73.41,0.0,29.116
1104,0.1,71.36,1.0,32.097
1105,7.6,73.66,1.0,30.871
1106,0.0,71.74,1.0,27.142
1107,0.2,86.53,0.0,44.798
1108,13.2,90.83,4.0,41.968
1109,0.2,90.57,0.0,34.331
1110,0.0,89.84,0.0,38.256
1111,0.0,89.7201441983704,1.0,35.512
1112,0.0,89.79,0.0,34.32
1113,0.0,88.0,0.0,35.4040297983519
1114,0.1,86.55030889374828,1.0,36.344
1115,0.8,84.8,0.0,36.772
1116,0.3,85.17,0.0,33.15
1117,0.1,85.63,1.0,34.398
1118,0.0,83.89,3.0,33.317
1119,0.0,82.43,1.0,32.87
1120,0.0,81.72,0.0,35.431
1121,0.0,81.47,0.0,31.401
1122,3.7,82.45,2.0,36.686
1123,9.8,86.08,1.0,41.925
1124,4.4,87.93,0.0,34.023
1125,0.3,88.08,0.0,38.89
1126,0.1,86.13,1.0,40.031
1127,0.2,83.7,0.0,35.507
1128,0.4,83.25,2.0,33.406
1129,0.0,83.09,1.0,35.13264622778449
1130,0.0,81.21,0.0,33.26
1131,0.0,79.26,0.0,34.80826778783713
1132,8.3,80.5,1.0,37.148
1133,0.0,79.3,0.0,31.434
1134,8.8,83.83,2.0,37.424
1135,0.0,80.46,1.0,33.986
1136,0.4,81.92,0.0,31.28
1137,0.0,79.61,1.0,34.801
1138,0.1,78.92,1.0,32.253
1139,0.0,78.75,1.0,33.231
1140,0.5,78.42,5.0,31.968
1141,7.1,80.41,0.0,34.951
1142,0.0,80.36,1.0,34.28
1143,0.0,78.46,0.0,32.807
1144,0.15000000000000002,77.98,1.0,33.367
1145,0.2,75.55,2.0,33.43
1146,0.3,75.92,2.0,31.385
1147,0.0,74.87,2.0,35.376
1148,0.8,73.11,0.0,30.296
1149,0.3,73.87,2.0,30.967
1150,0.0,75.2,3.0,29.801
1151,0.2,71.62,2.0,28.903
1152,13.4,79.26,1.0,34.986
1153,0.0,78.31,3.0,32.843
1154,0.0,76.86,4.0,33.821
1155,0.0,77.59,2.0,32.359
1156,0.0,80.02,3.0,33.71
1157,3.6,80.39,1.0,32.999
1158,14.0,85.16,2.0,42.156
1159,0.0,84.59401488791644,0.0,35.47
1160,0.3,84.95,1.0,36.167
1161,0.0,83.03,1.0,35.025
1162,0.0,84.08,2.0,29.992
1163,0.3,81.95,0.0,35.196
1164,0.0,80.77,2.0,34.338
1165,0.4,79.71,2.0,33.075
1166,5.3,80.95,0.0,35.683
1167,0.0,80.23,0.0,29.317
1168,0.0,78.71,1.0,32.035
1169,0.0,77.96031858588373,0.0,31.991
1170,0.0,76.97,1.0,32.719
1171,0.1,77.22,1.0,30.867
1172,0.6,76.6,0.0,33.72319342038204
1173,0.0,75.13,1.0,34.164
1174,7.4,78.67,2.0,32.222
1175,0.6,79.81,2.0,35.112
1176,9.3,84.23,2.0,39.337
1177,8.3,87.44,2.0,38.455
1178,8.8,92.63,2.0,36.057
1179,0.3,87.64,1.0,36.04518667638145
1180,1.6,89.21,2.0,36.086351739146856
1181,0.0,88.42,3.0,37.91
1182,0.6,89.2,3.0,37.823
1183,0.0,88.25,0.0,36.607
1184,0.8,86.2014928187287,1.0,34.393
1185,0.0,84.1,0.0,34.244
1186,0.8,83.63,1.0,36.889
1187,0.2,83.82,3.0,32.701
1188,0.0,82.41,2.0,35.562
1189,4.5,82.44,1.0,33.956
1190,1.8,82.5,0.0,33.722
1191,0.8,81.7990180617468,1.0,34.688
1192,3.9,81.11,4.0,29.439
1193,4.0,80.78,0.0,32.92029562836157
1194,0.0,82.81,0.0,32.38
1195,0.7,83.19,1.0,35.473
1196,0.0,80.97,1.0,32.111
1197,1.9,79.6,1.0,31.936
1198,0.0,79.97,0.0,31.471
1199,0.0,77.24,2.0,34.864
1200,0.0,75.41,2.0,29.058
1201,0.0,72.97,0.0,29.874
1202,0.7,70.47,0.0,29.5
1203,0.4,71.51,0.0,26.964
1204,9.3,74.23,0.0,34.982
1205,0.0,74.76,1.0,30.763
1206,0.0,71.9,0.0,30.976976676639833
1207,2.7,74.05,3.0,33.459
1208,0.0,74.1,0.0,29.311
1209,0.3,72.86,1.0,32.005
1210,0.5,73.16,1.0,30.613
1211,2.1,73.69493758271729,1.0,29.36
1212,0.0,74.76,1.0,29.039
1213,0.5,71.32,3.0,29.221
1214,0.3,69.39,1.0,32.763
1215,0.0,69.16,0.0,28.132
1216,0.3,69.27,1.0,24.721
1217,0.6,67.61,1.0,30.522
1218,0.1,68.19,1.0,28.249
1219,0.3,66.22,3.0,28.934
1220,0.2,66.55,0.0,26.137
1221,1.0,67.13,0.0,26.601
1222,0.3,67.17,4.0,26.348
1223,0.2,65.62,1.0,25.294
1224,0.0,64.79,1.0,27.045
1225,0.9,63.87,1.0,29.71
1226,0.0,63.95,0.0,23.905
1227,0.6,62.57,3.0,27.425
1228,0.0,61.11,1.0,28.675
1229,16.5,68.94,2.0,27.983199021763824
1230,0.0,68.65,3.0,27.076
1231,0.9,67.2,2.0,28.992
1232,0.0,68.45,2.0,31.48
1233,0.0,66.03,1.0,28.238
1234,0.0,66.51,1.0,24.992
1235,3.9,67.91,1.0,26.496
1236,11.9,69.84802995773381,1.0,32.847
1237,0.1,72.07,1.0,30.95
1238,0.1,71.7,1.0,33.126
1239,0.0,69.79,1.0,29.995
1240,0.0,68.92,0.0,25.703
1241,9.5,74.26,4.0,32.785
1242,0.1,72.14,2.0,28.535
1243,0.1,71.29,0.0,28.431
1244,0.1,72.35,0.0,26.171
1245,0.4,71.38,2.0,30.961
1246,0.0,69.96948107884276,2.0,25.829
1247,0.4,68.16,0.0,26.306
1248,10.2,69.995596525736,2.0,30.65
1249,0.0,71.63,2.0,27.514
1250,0.0,71.26,0.0,30.937
1251,0.0,69.7,1.0,30.023
1252,0.0,71.36,2.0,27.059
1253,0.0,68.57,2.0,28.70270862676737
1254,0.3,69.55,0.0,28.711543434622115
1255,0.0,67.86,2.0,30.724
1256,0.0,65.48,0.0,26.048
1257,0.0,66.39,1.0,26.54
1258,0.2,64.7996237021587,0.0,29.615
1259,0.0,63.04,2.0,30.691
1260,0.0,65.04,1.0,31.203
1261,0.0,63.35,1.0,28.679
1262,0.0,62.98,3.0,21.784
1263,12.9,69.52,1.0,31.289
1264,10.6,75.32,0.0,29.665
1265,0.0,72.86468255332528,1.0,31.472
1266,0.0,71.36,3.0,26.673
1267,0.0,70.76,0.0,29.037
1268,6.9,73.66,0.0,32.432
1269,0.0,73.64,2.0,31.314
1270,0.5,72.16,2.0,29.578
1271,0.8,70.99,0.0,28.714
1272,0.0,69.76,3.0,30.72
1273,16.5,78.22,0.0,34.382
1274,7.1,80.97,2.0,36.527
1275,0.6,80.26,1.0,30.456
1276,0.0,78.49,0.0,34.07971216893022
1277,13.1,85.49,4.0,30.961
1278,0.5,84.26,1.0,33.893
1279,0.1,83.78,1.0,33.88
1280,0.0,83.85,1.0,33.184
1281,0.0,82.23,0.0,34.855
1282,0.0,80.52,0.0,34.388
1283,0.0,80.21,1.0,35.712
1284,0.0,79.98,1.0,31.883
1285,0.0,78.69,2.0,31.171
1286,0.0,79.42,1.0,30.789
1287,0.0,77.23,1.0,28.813
1288,4.4,79.55,0.0,36.095
1289,0.0,77.58,1.0,30.675
1290,10.6428256081803,83.909214719297,2.0,30.6688304694512
1291,0.8,74.87,0.0,30.637
1292,0.0,75.93,2.0,32.314631940514424
1293,0.0,73.51,1.0,33.158
1294,10.5,77.7,0.0,36.101
1295,0.0,78.55,0.0,30.953
1296,0.0,77.13,4.0,34.605
1297,0.0,77.13,2.0,33.713
1298,0.0,75.7,1.0,31.303
1299,0.7,74.82,1.0,31.152
1300,0.0,71.48,1.0,29.014
1301,1.0,70.87,0.0,31.32035420163255
1302,0.5,69.75,0.0,28.72
1303,13.3,73.23251347254927,0.0,33.618
1304,0.0,76.73,2.0,32.321
1305,0.3,75.34,0.0,32.129
1306,0.3,75.67,0.0,31.85
1307,0.0,73.98,2.0,31.335
1308,0.3,73.01,3.0,28.786
1309,0.0,73.77,2.0,27.45
1310,0.3,71.44,3.0,32.786
1311,0.5,70.85,2.0,31.021815340209955
1312,0.7,69.41,1.0,31.091084950714954
1313,0.0,68.9,2.0,31.16035456119013
1314,1.1,68.84,0.0,31.446
1315,0.0,65.85,1.0,26.192
1316,11.4,71.93,1.0,33.624
1317,0.5,70.96,1.0,31.167
1318,14.4,78.71,0.0,35.356
1319,0.0,76.15,0.0,32.359
1320,0.9,75.33,2.0,32.92022026914265
1321,0.0,74.04,3.0,34.435
1322,6.4,74.63794511197295,0.0,33.21320168849043
1323,0.0,75.0,2.0,35.351
1324,0.0,74.85,2.0,32.873
1325,0.0,77.71,2.0,33.014
1326,0.0,79.73,1.0,36.327
1327,0.0,78.51,3.0,31.43
1328,3.2,79.05,1.0,30.887
1329,0.0,78.07,0.0,32.996
1330,0.0,78.73,1.0,34.431
1331,0.5,77.97,3.0,30.287
1332,0.05,79.98,0.0,30.36
1333,0.1,77.89,1.0,32.439
1334,0.4,77.05,0.0,32.176
1335,0.1,77.58,2.0,30.436
1336,0.1,74.04,1.0,33.189
1337,0.0,72.82,0.0,30.35
1338,0.0,71.83,4.0,31.224
1339,0.4,71.56,1.0,31.072
1340,1.8,71.69,3.0,32.039
1341,0.0,71.35,1.0,25.448
1342,13.9,77.22,1.0,35.763
1343,0.1,76.52,2.0,28.412
1344,0.45,79.74756214896358,1.0,32.797
1345,9.2,83.27,1.0,36.417
1346,0.0,81.13,2.0,33.052
1347,0.5,81.95,1.0,32.95156721337093
1348,4.4,81.8,1.0,33.931
1349,0.0,79.58,2.0,33.987
1350,0.6,78.55,2.0,32.085
1351,0.1,78.23,1.0,31.643
1352,8.5,80.88,1.0,36.034
1353,0.0,80.12,1.0,32.85
1354,0.2,81.21,1.0,29.89
1355,0.7,79.55,2.0,32.708
1356,0.0,76.05,1.0,30.727
1357,0.5,74.8,1.0,30.113
1358,6.5,77.03,0.0,34.143
1359,0.0,77.06060542884241,0.0,31.166
1360,0.0,77.3231771306857,2.0,34.062
1361,0.0,75.86,1.0,29.6
1362,0.2,88.86,0.0,34.211
1363,0.7,87.51578454159356,4.0,35.377
1364,0.0,87.79,1.0,39.248
1365,0.0,88.88,1.0,38.328
1366,0.0,88.77,1.0,33.691
1367,0.0,88.38,1.0,34.5
1368,0.0,87.23,1.0,36.252
1369,0.0,87.6,3.0,40.209
1370,0.0,84.91,0.0,31.792
1371,0.2,83.6,0.0,35.299
1372,0.1,84.61,4.0,37.011
1373,0.0,84.2,1.0,34.913
1374,0.0,85.54,1.0,34.211
1375,4.8,85.1611554183689,0.0,36.232
1376,0.0,84.76,0.0,32.761
1377,0.1,85.71,0.0,33.526
1378,11.2,89.51,0.0,38.969
1379,0.0,88.98,1.0,35.184
1380,0.0,87.8,0.0,39.09
1381,0.0,86.19,0.0,34.357
1382,0.0,85.77,0.0,35.76
1383,10.8,87.77,0.0,35.649
1384,1.5,89.42,3.0,34.472
1385,0.5,88.28,0.0,36.412
1386,0.3,88.06,1.0,39.84
1387,0.0,83.25,3.0,39.417
1388,0.0,85.31,1.0,38.604
1389,0.0,83.97,3.0,35.195
1390,0.0,84.45,2.0,35.887
1391,0.0,82.06,1.0,31.365
1392,19.7,90.13908926961778,2.0,35.862
1393,15.2,98.1,0.0,46.45
1394,0.0,96.9,4.0,39.768
1395,0.0,94.81,2.0,37.59
1396,0.0,94.83148810129511,1.0,40.395
1397,0.0,94.85,0.0,38.22719328279985
1398,0.0,92.82,0.0,35.356
1399,0.0,92.74,4.0,35.995
1400,0.0,91.92,1.0,38.402
1401,0.6,89.63,0.0,37.171
1402,0.0,90.92,0.0,39.48
1403,0.0,89.56,2.0,37.125
1404,0.0,88.66,1.0,35.191
1405,0.3,87.16,0.0,35.98
1406,0.2,85.84,0.0,36.685
1407,0.0,86.47,1.0,37.324
1408,1.0,86.3,1.0,37.917
1409,0.0,86.56,2.0,37.416
1410,0.7,85.77,3.0,32.781
1411,0.1,84.22,1.0,35.76
1412,5.2,87.15,2.0,35.862
1413,0.0,85.4,1.0,31.717
1414,0.7,85.08,1.0,34.041
1415,0.1,82.96,0.0,35.872
1416,0.1,82.63,0.0,33.853
1417,0.2,81.56,2.0,31.207
1418,0.15000000000000002,80.47,0.0,33.226
1419,0.0,80.52898645748853,1.0,38.934
1420,0.1,80.3,2.0,35.979
1421,1.1,81.13,2.0,37.046
1422,6.1,81.2,1.0,35.067
1423,0.1,80.87,1.0,33.706
1424,3.6,83.34,1.0,35.958
1425,0.0,82.19,1.0,32.608
1426,0.0,80.66,2.0,33.322
1427,0.0,81.08,1.0,35.923
1428,0.7,79.1062583898424,1.0,30.322
1429,0.05,77.17,1.0,31.828
1430,0.0,77.01,1.0,29.286
1431,0.0,77.11,0.0,33.38862141590817
1432,10.4,80.21,5.0,36.015
1433,0.2,83.1713847842294,2.0,30.881
1434,14.3,86.56,2.0,33.566
1435,0.0,86.71,1.0,33.121
1436,0.0,85.27,2.0,35.20444979385292
1437,7.7,88.5,1.0,36.83
1438,0.0,85.86,2.0,35.324
1439,0.1,85.39,1.0,39.827
1440,6.1,88.44,1.0,40.067
1441,8.5,91.07,2.0,37.11533781781774
1442,0.0,90.2,1.0,36.667
1443,0.0,90.48,1.0,37.823
1444,0.8,90.1,1.0,38.214
1445,0.0,87.81,1.0,35.278
1446,4.1,88.23799046834945,2.0,39.871
1447,0.0,88.45,1.0,35.015
1448,0.0,87.79,1.0,37.734
1449,0.0,87.12,0.0,37.656
1450,4.6,85.9,0.0,37.033
1451,0.4,87.36,0.0,35.675
1452,0.3,87.56,0.0,36.004
1453,2.9,89.15,0.0,36.105
1454,0.4,88.73,2.0,36.656
1455,3.9,87.52,2.0,37.87
1456,10.3,93.69,1.0,44.032
1457,0.0,92.72,3.0,34.069
1458,0.3,90.48,0.0,39.439
1459,0.3,91.15,2.0,36.281
1460,0.0,88.19,3.0,37.369
1461,0.0,87.96,0.0,38.406
1462,6.3,90.93,3.0,37.772
1463,0.5,91.62,0.0,34.162
1464,4.7,92.29,2.0,38.7
1465,0.0,91.07,1.0,38.395
1466,0.3,89.33,2.0,37.782
1467,0.0,87.53,1.0,39.181
1468,0.0,86.1,1.0,35.533
1469,0.0,85.22,2.0,35.223
1470,0.0,86.69,4.0,38.629
1471,0.0,83.88,2.0,34.015
1472,0.6,83.59,0.0,36.81882437963904
1473,0.0,84.91,1.0,35.039
1474,0.0,82.81,3.0,32.783
1475,16.7,86.4389419586755,0.0,42.353
1476,0.0,89.39,1.0,37.353
1477,6.1,92.48,2.0,36.801
1478,0.6,90.9,0.0,37.249
1479,14.0,97.15,0.0,43.672
1480,1.2,95.62,0.0,41.233
1481,0.7,95.05,1.0,39.445
1482,0.1,95.66,2.0,40.964
1483,0.0,93.44,1.0,41.451
1484,5.9,97.01,1.0,40.835
1485,0.5,95.18,0.0,39.596
