编号,rain,pore,micro,deep,surface
1764,0.0,80.7,0.0,33.423,92.95
1765,0.1,82.26,1.0,35.18,97.447
1766,0.0,74.61,0.0,31.319,87.659
1767,0.0,90.01,1.0,35.856,104.38
1768,0.0,98.94,4.0,34.00447529832989,115.571
1769,0.2,52.88,1.0,24.186,75.121
1770,0.0,79.68149287074961,2.0,45.683,123.796
1771,0.0,80.08,2.0,33.045,98.65
1772,0.8,78.92,1.0,31.459,94.382
1773,11.6,95.03,1.0,37.022,125.319
1774,0.5,79.68168739613007,1.0,29.836,86.203
1775,3.2,90.94,1.0,35.394,106.236
1776,6.1,98.0,0.0,44.236,125.284
1777,0.0,77.66,4.0,33.503,105.204
1778,0.8,81.48,0.0,31.048,94.374
1779,0.0,78.09,1.0,33.317,94.733
1780,0.0,81.81,2.0,33.974,100.274
1781,0.2,102.47,0.0,39.898,98.7274348356607
1782,0.4,88.61,1.0,34.246,99.981
1783,0.4,59.18,0.0,27.248,76.622
1784,0.0,70.73,0.0,32.102,86.958
1785,5.6,107.98,0.0,45.125,98.72780103860028
1786,0.0,87.9,5.0,34.0919228201852,115.391
1787,1.1,66.28,2.0,26.556,88.048
1788,0.3,93.03,0.0,36.863,104.844
1789,0.5,79.68234844183284,0.0,39.023,106.492
1790,0.4,80.59,2.0,32.286,95.369
1791,0.4,90.05,1.0,37.3,104.655
1792,0.0,79.68247133237738,2.0,31.926,97.532
1793,0.0,54.7,1.0,24.382,73.993
1794,0.0,91.62,0.0,37.25,98.72864336229179
1795,0.0,88.93,0.0,34.776,101.223
1796,0.5,72.27,1.0,34.01963887830994,90.387
1797,0.0,85.47,2.0,35.944,105.707
1798,0.0,91.06,0.0,37.449,103.527
1799,0.0,63.52,1.0,25.629,82.776
1800,0.0,75.82,1.0,31.81,93.7
1801,0.0,68.96,1.0,27.752,86.534
1802,0.2,87.62,2.0,35.419,101.952
1803,17.8,73.32,1.0,37.412,119.777
1804,0.0,74.49,0.0,29.218,84.822
1805,0.0,86.93,4.0,38.036,111.907
1806,6.9,76.23,4.0,31.578,109.813
1807,0.9,69.04,2.0,27.012,85.228
1808,0.0,91.81,2.0,34.715,105.885
1809,0.3,78.3,0.0,33.323,92.945
1810,0.0,76.32,3.0,34.731,95.534
1811,0.5,93.58,1.0,38.656,108.433
1812,0.1,86.77,2.0,35.726,109.382
1813,0.2,100.32,2.0,39.662,110.535
1814,0.1,79.33,1.0,34.867,97.284
1815,0.1,68.86,3.0,34.209,96.54
1816,0.0,86.57,1.0,37.976,105.894
1817,0.0,104.9,2.0,44.044,120.802
1818,0.0,91.33,2.0,42.67,108.034
1819,1.1,67.56,1.0,26.437,83.574
1820,0.4,72.81,2.0,32.795,96.818
1821,0.2,71.28,1.0,33.962,89.037
1822,8.8,80.88,1.0,35.479,114.798
1823,0.3,82.01,4.0,32.341,105.518
1824,0.0,88.37,2.0,36.731,98.73148550907865
1825,0.2,71.9,0.0,34.19818043056354,88.095
1826,2.9,75.78,2.0,28.077,97.229
1827,0.0,75.06,4.0,33.588,101.944
1828,0.0,82.25,2.0,36.341,101.39
1829,0.5,77.19,2.0,33.498,98.73190424134759
1830,0.5,57.71,1.0,23.542,76.539
1831,0.1,99.1,0.0,40.476,110.673
1832,0.6,91.17,0.0,37.387,103.258
1833,0.0,83.98,2.0,34.539,103.475
1834,0.1,71.09,2.0,27.834,89.793
1835,13.5,89.15,4.0,38.716,132.335
1836,0.9,86.48,2.0,36.385,101.849
1837,0.0,80.71,6.0,34.14728246322263,108.485
1838,0.0,99.12,0.0,44.236,113.479
1839,0.4,71.74,1.0,32.541,91.018
1840,0.5,77.65,2.0,35.333,99.999
1841,0.9,95.44,1.0,38.457,109.548
1842,0.5,73.19,4.0,28.292,91.954
1843,0.0,98.7,1.0,39.255,113.798
1844,0.4,76.98,2.0,31.749,98.73305047775052
1845,0.3,53.62,0.0,20.366,68.57
1846,0.1,100.67,1.0,44.22,117.798
1847,0.1,68.95,2.0,25.117,79.403
1848,0.3,73.83,0.0,31.744,88.854
1849,10.2,87.28,2.0,39.193,98.73340465516297
1850,0.0,79.68464633300603,2.0,39.744,109.322
1851,0.3,74.44,0.0,33.83706527653613,98.73355367872942
1852,0.3,87.94,2.0,38.04,107.557
1853,2.7,73.11,3.0,25.517,95.123
1854,13.7,87.03,2.0,40.634,127.803
1855,4.1,68.5,0.0,28.501,91.53
1856,0.3,100.12,0.0,40.438,110.051
1857,0.1,69.47,1.0,28.214,86.345
1858,0.0,81.85,1.0,33.204,95.759
1859,1.0,78.5,2.0,30.486,97.101
1860,9.4,82.62,3.0,34.94,119.916
1861,0.3,85.48,0.0,35.824,100.905
1862,0.0,77.34,0.0,33.056,93.367
1863,1.7,53.8,0.0,22.05,72.887
1864,0.0,78.69,3.0,31.567,95.623
1865,9.1,81.58,0.0,38.824,111.881
1866,0.0,73.35,1.0,29.801,86.296
1867,0.0,81.05,3.0,35.989,103.451
1868,0.2,65.77,5.0,25.553,98.73467799184414
1869,0.5,82.36,0.0,32.899,95.564
1870,0.4,58.36,2.0,33.56833996473293,78.12
1871,0.0,85.19,2.0,38.862,99.668
1872,0.3,77.02,3.0,31.771,98.855
1873,0.0,73.73,3.0,28.907,92.599
1874,0.0,87.89,2.0,36.318,99.632
1875,0.0,97.5,0.0,38.854,109.034
1876,0.3,94.49,1.0,40.525,110.676
1877,11.0,79.68553624137628,1.0,34.037,107.785
1878,0.6,81.95,0.0,32.256,95.026
1879,0.5,74.95,1.0,30.238,98.73546985740896
1880,0.0,65.9,3.0,26.375,92.687
1881,0.3,77.81,0.0,37.0,96.606
1882,0.0,81.06,0.0,33.494,95.5
1883,0.1,69.9,1.0,30.767,94.352
1884,4.6,72.97,1.0,28.382,89.599
1885,0.1,104.42,2.0,45.599,126.407
1886,10.5,74.28,0.0,29.398,104.81
1887,0.0,72.23,1.0,32.185,90.897
1888,0.0,66.27,1.0,28.05,98.73609733355877
1889,0.0,77.46,3.0,33.757,102.402
1890,8.3,55.24,1.0,26.683,87.93
1891,4.8,73.61,1.0,33.582,98.043
1892,0.2,77.96,1.0,32.504,93.46
1893,0.1,84.25,0.0,34.068,96.731
1894,12.9,72.05,1.0,36.107,115.787
1895,6.4,79.68615110455848,2.0,33.87867487649414,104.765
1896,0.5,100.62,0.0,44.195,113.071
1897,0.35,79.6862231689392,0.0,38.091,131.322
1898,0.0,81.37,0.0,34.47,96.39
1899,0.9,94.73,1.0,35.404,104.119
1900,0.1,78.42,0.0,32.281,93.58
1901,0.0,96.97,1.0,40.823,111.885
1902,0.0,77.08,2.0,31.148,97.596
1903,0.7,81.62,3.0,35.725,105.464
1904,10.1,61.53,1.0,26.26,90.119
1905,0.0,98.55,2.0,39.796,114.827
1906,0.0,97.4,1.0,38.789,108.773
1907,0.0,80.66,2.0,31.849,98.965
1908,0.6,59.51,1.0,25.566,79.655
1909,0.9,82.65,1.0,33.024,93.362
1910,0.6,91.04,1.0,42.098,130.485
1911,0.5,74.95,1.0,35.79,91.757
1912,1.0,87.91,1.0,35.64,102.107
1913,6.0,109.86,1.0,43.66,98.73744511918669
1914,0.6,58.7,2.0,26.738,83.2
1915,8.5,95.34,1.0,40.367,122.895
1916,0.0,78.31,0.0,30.261,92.236
1917,8.3,103.54,1.0,44.706,131.437
1918,0.0,61.57,2.0,24.423,80.256
1919,0.0,82.91,2.0,31.365,100.009
1920,0.0,57.3,1.0,25.482,76.082
1921,0.7,76.81,3.0,33.827,101.824
1922,0.0,86.14,1.0,34.387,101.447
1923,0.7,81.11,1.0,34.232,97.539
1924,0.3,89.09,1.0,35.602,104.699
1925,0.1,81.03,1.0,35.375,95.028
1926,0.0,78.51,0.0,31.756,90.491
1927,0.0,80.07,5.0,34.147,107.017
1928,0.0,81.84,1.0,35.722,99.573
1929,3.3,74.4,1.0,30.548,98.558
1930,0.0,57.75,3.0,26.025,81.31
1931,0.2,68.98,0.0,28.482,81.071
1932,0.0,91.0,2.0,34.649,102.987
1933,0.0,78.88,1.0,29.744,93.412
1934,8.4,76.4,0.0,31.547,102.703
1935,0.0,87.39,1.0,38.695,105.02
1936,0.0,79.88,0.0,33.357,91.778
1937,0.0,85.2,1.0,35.286,99.635
1938,0.0,75.51,2.0,29.705,94.925
1939,0.1,82.87,0.0,30.071,92.461
1940,0.0,80.95,1.0,34.218,93.148
1941,0.6,74.37,5.0,30.408,99.934
1942,0.3,58.96,2.0,24.443,79.29
1943,0.3,68.24,1.0,27.237,85.559
1944,0.0,89.64,1.0,38.11,100.781
1945,4.7,85.24,3.0,35.233,111.944
1946,0.0,94.39,1.0,40.991,109.73
1947,2.0,81.99,2.0,34.233,102.81
1948,1.7,88.91,0.0,34.174,101.297
1949,0.0,80.16,1.0,36.104,95.146
1950,0.0,87.25,1.0,35.056,101.564
1951,0.7,85.81,2.0,33.198,96.85
1952,1.0,92.94,2.0,40.559,111.542
1953,0.9,96.66,3.0,41.42,98.73929771266438
1954,0.4,79.68789438132441,1.0,30.344,90.61
1955,0.4,86.48,1.0,32.336,100.26
1956,0.3,70.13,1.0,30.905,89.895
1957,7.9,88.91,2.0,37.555,119.535
1958,4.4,63.49,1.0,24.573,87.162
1959,0.9,81.42,0.0,34.339,96.351
1960,0.0,87.4,2.0,36.052,105.845
1961,0.2,90.7,1.0,35.853,100.781
1962,3.0,83.13,3.0,34.573,108.317
1963,3.3,72.86,2.0,27.571,96.545
1964,0.0,53.58,1.0,23.205,76.597
1965,7.7,65.48,1.0,30.413,95.662
1966,0.0,84.81,0.0,34.9,98.623
1967,0.4,91.07,0.0,39.636,104.244
1968,0.7,81.79,1.0,30.255,94.397
1969,0.0,68.14,1.0,24.422,83.053
1970,2.6,76.43,1.0,28.271,91.775
1971,12.5,95.85,1.0,42.629,130.602
1972,1.1,64.18,0.0,25.501,77.69
1973,12.7,90.85,1.0,38.709,98.74034152732845
1974,0.1,73.53,1.0,32.317,89.784
1975,0.8,76.62,2.0,34.543,96.545
1976,10.2,86.72,0.0,37.797,116.725
1977,0.0,97.94,1.0,37.463,107.185
1978,0.0,86.8,2.0,35.925,99.815
1979,0.0,79.04,1.0,32.422,94.834
1980,0.7,84.71,1.0,35.989,99.027
1981,0.9,69.59,0.0,26.521,81.518
1982,11.9,103.44,2.0,46.348,98.74123178731928
1983,0.5,79.33,0.0,33.592,95.363
1984,0.2,99.59,1.0,39.15,110.264
1985,0.0,93.01,0.0,36.336,105.074
1986,0.1,64.5,1.0,27.596,83.891
1987,5.3,87.65,1.0,35.96,112.402
1988,0.5,76.36,3.0,35.392,99.758
1989,0.7,79.69,1.0,33.233,102.662
1990,0.0,85.13,0.0,36.171,98.944
1991,0.0,84.28,1.0,33.629,98.74123178731928
1992,0.0,71.78,4.0,26.734,95.97
1993,0.4,73.93,0.0,30.171,87.601
1994,0.0,102.2,2.0,42.401,120.172
1995,0.0,54.65,2.0,22.658,71.305
1996,0.0,75.47,3.0,33.668,129.739
1997,0.0,72.26,3.0,31.751,95.356
1998,0.0,66.73,1.0,25.453,81.119
1999,1.9,93.47,0.0,39.421,108.271
2000,0.0,79.89,1.0,30.551,93.079
2001,0.1,81.61,3.0,32.807,104.182
2002,0.0,79.36,1.0,34.054,94.437
2003,0.0,89.78,1.0,40.236,107.748
2004,0.0,88.19,1.0,38.475,105.919
2005,0.4,72.47,1.0,28.296,88.734
2006,0.7,96.41,3.0,42.057,116.918
2007,11.8,72.23,3.0,37.748,116.536
2008,0.0,70.77,1.0,26.533,83.097
2009,3.8,81.14,1.0,33.549918588263154,104.104
2010,1.2,76.88,1.0,34.885,93.272
2011,6.3,79.68905892900563,2.0,32.727,104.963
2012,0.0,93.79,1.0,37.048,98.74203156748769
2013,0.0,59.28,5.0,22.07,84.094
2014,3.4,81.64,0.0,35.298,102.627
2015,0.2,65.43,2.0,28.201,87.34
2016,0.0,83.25,1.0,35.828,102.212
2017,2.3,72.46,2.0,29.426,97.741
2018,0.3,66.89,1.0,28.996,82.862
2019,0.0,90.95,1.0,33.27,104.785
2020,0.7,74.2,1.0,31.343,90.777
2021,16.2,117.86,3.0,33.47799878909808,98.74203156748769
2022,0.0,80.98,0.0,34.729,96.227
2023,0.6,66.84,5.0,28.301,95.05
2024,0.0,79.86,2.0,34.174,101.234
2025,0.0,62.66,1.0,26.57,98.742464838485
2026,0.0,88.7,1.0,39.423,107.51
2027,0.0,81.93,0.0,33.059,93.248
2028,3.0,87.65,2.0,35.273,108.87
2029,0.0,80.34,1.0,33.57250989075664,94.396
2030,0.05,92.09,1.0,37.865,107.067
2031,7.7,83.86,3.0,39.248,119.905
2032,0.1,73.92,0.0,33.818,90.8
2033,0.0,100.83,0.0,33.47799878909808,110.649
2034,0.1,63.19,4.0,21.819,82.868
2035,10.7,83.4,2.0,41.923,122.492
2036,0.6,80.76,2.0,35.003,99.181
2037,0.1,70.91,0.0,29.465,83.887
2038,0.0,74.1,1.0,31.952,90.679
2039,1.1,90.63,6.0,37.518,118.339
2040,1.0,63.71,2.0,25.906,83.29
2041,0.0,72.61,1.0,31.142,90.683
2042,0.1,84.76,2.0,33.30116572848086,104.297
2043,0.0,89.92,0.0,34.653,100.735
2044,0.0,79.68958481003024,0.0,27.777,98.74275172633722
2045,8.0,71.79,0.0,31.946,99.746
2046,0.0,81.34,1.0,33.33,96.37
2047,0.0,59.75,1.0,26.649,77.736
2048,0.5,67.91,3.0,30.03,92.013
2049,12.1,85.84,1.0,39.391,120.011
2050,0.1,73.81,0.0,30.962,88.434
2051,0.0,77.55,2.0,30.217,96.343
2052,0.0,88.2,1.0,33.677,98.858
2053,0.7,63.3,1.0,25.061,77.597
2054,0.0,83.98,0.0,35.952,97.026
2055,0.0,79.68976297514978,1.0,37.243,99.464
2056,0.1,77.44,0.0,31.945,89.726
2057,0.2,81.15,0.0,35.408,95.479
2058,0.0,109.17,0.0,44.17,119.61
2059,0.9,79.43,1.0,31.717,94.698
2060,0.0,91.82,6.0,38.793,117.589
2061,0.1,71.26,0.0,27.972,84.245
2062,0.1,74.92,0.0,31.817,94.882
2063,0.0,69.72,3.0,29.716,91.584
2064,0.5,70.53,1.0,25.284,85.14
2065,0.4,85.02,1.0,34.943,110.74
2066,0.4,87.44,3.0,34.338,105.458
2067,5.2,89.88,0.0,39.558,110.06
2068,0.0,101.5,0.0,43.573,115.647
2069,0.4,101.55,0.0,41.214,113.352
2070,0.5,79.65,1.0,33.207,92.258
2071,0.1,70.59,2.0,29.792,90.725
2072,0.0,83.6,0.0,30.873,94.45
2073,5.0,77.63,2.0,26.502,99.561
2074,0.0,84.94,1.0,37.86,102.316
2075,0.0,70.49,2.0,27.868,89.688
2076,0.4,63.81,2.0,24.044,78.81
2077,0.0,59.02,1.0,25.423,77.146
2078,0.0,67.86,5.0,28.826,92.681
2079,1.0,74.83,1.0,34.113,90.931
2080,0.0,80.87,0.0,33.067,95.035
2081,0.0,72.11,1.0,28.706,89.612
2082,3.8,82.88,2.0,36.488,107.828
2083,25.8,87.01,3.0,43.642,149.209
2084,0.0,105.0,1.0,40.255,114.229
2085,0.0,93.89,1.0,37.865,104.306
2086,0.0,87.35,1.0,40.157,108.088
2087,2.1,73.54,2.0,30.785,94.234
2088,0.1,90.9,1.0,37.167,106.86
2089,0.1,82.84,0.0,37.155,99.459
2090,0.1,90.6,0.0,38.322,98.74377007291343
2091,0.0,91.68,1.0,33.205,104.127
2092,6.4,112.46,1.0,45.769,133.136
2093,6.7,100.01,1.0,46.954,128.983
2094,0.0,92.77,1.0,38.133,108.18
2095,3.8,90.28,0.0,37.319,98.74376998035066
2096,0.0,86.73,1.0,37.031,104.35
2097,11.8,105.72,1.0,46.81,138.839
2098,0.9,109.56,2.0,41.564,125.215
2099,0.8,86.41,0.0,33.063,96.947
2100,0.0,58.07,0.0,25.383,72.462
2101,0.0,61.79,2.0,25.88,83.403
2102,0.7,101.06,0.0,39.16,108.561
2103,5.4,64.4,0.0,29.796,89.973
2104,7.1,75.87,2.0,34.896,106.135
2105,0.0,82.93,3.0,35.634,103.752
2106,9.5,80.54,1.0,35.983,115.719
2107,0.0,70.36,1.0,34.19755445907391,87.567
2108,0.1,99.86,1.0,40.511,111.653
2109,0.0,76.35,2.0,31.246,96.361
2110,0.9,65.12,0.0,26.689,79.249
2111,0.1,55.64,6.0,23.967,85.325
2112,0.0,73.49,4.0,29.564,95.695
2113,0.0,89.41,2.0,39.378,112.857
2114,0.0,76.42,0.0,28.845,90.469
2115,0.0,78.31,2.0,35.691,99.391
2116,0.0,69.03,1.0,27.728,83.748
2117,12.8,79.69022061383022,1.0,43.38,130.492
2118,0.2,77.31,2.0,32.215,93.643
2119,0.0,69.13,1.0,30.535,89.565
2120,0.0,83.2,1.0,34.686,99.299
2121,1.1,84.07,1.0,31.658,98.182
2122,4.2,74.4,4.0,32.028,106.285
2123,0.0,65.73,2.0,28.766,85.682
2124,0.0,83.08,0.0,37.303,98.982
2125,0.5,79.86,1.0,34.684,97.865
2126,0.0,74.15,0.0,26.823,84.272
2127,0.0,90.81,4.0,37.23,115.098
2128,0.5,76.5,1.0,31.299,92.838
2129,0.0,85.81,0.0,39.57,123.342
2130,0.2,104.11,1.0,40.515,117.807
2131,12.7,78.48,1.0,38.969,116.569
2132,0.5,68.91,3.0,29.381,98.74290832264302
2133,0.2,95.5,0.0,39.602,108.204
2134,0.8,72.54,1.0,28.504,87.46
2135,0.0,99.09,0.0,45.011,113.256
2136,0.2,83.24,2.0,37.353,101.249
2137,0.0,65.01,1.0,23.0,78.092
2138,5.6,85.58,1.0,33.847,107.758
2139,0.2,79.46,1.0,32.41,96.976
2140,0.5,94.13,0.0,39.499,108.311
2141,17.7,96.26,1.0,47.517,141.746
2142,0.7,80.37,1.0,34.631,98.578
2143,0.0,68.93,1.0,27.261,87.733
2144,0.0,90.29,0.0,33.585806481821436,100.471
2145,0.8,64.67,1.0,26.371,81.767
2146,0.0,89.6,1.0,37.608,104.165
2147,0.0,79.69018975217227,0.0,30.634,89.183
2148,0.0,73.8,2.0,31.019,94.845
2149,4.8,78.92,1.0,37.009,105.879
2150,0.0,81.26,2.0,31.624,98.693
2151,0.8,85.54,2.0,33.33916210319311,98.893
2152,0.2,85.76,3.0,33.306939315426185,110.534
2153,0.0,77.08,0.0,33.063,93.962
2154,0.4,90.12,0.0,36.075,103.273
2155,0.0,64.06,2.0,23.289,98.74189761061398
2156,0.4,92.14,0.0,35.452,101.565
2157,0.2,90.45,1.0,40.344,131.163
2158,0.0,73.86,2.0,33.13064841313047,96.2
2159,0.0,74.32,2.0,29.826,87.69
2160,0.6,70.97,1.0,28.337,87.888
2161,0.4,63.46,2.0,25.764,82.751
2162,0.2,78.06,1.0,29.883,91.288
2163,0.0,58.28,1.0,23.623,74.733
2164,0.0,70.61,3.0,25.198,90.775
2165,0.0,81.43,3.0,34.744,104.995
2166,0.0,79.59,2.0,28.829,95.629
2167,0.2,66.41,0.0,25.551,80.709
2168,0.1,78.51,1.0,33.203,103.771
2169,0.2,75.6,3.0,32.175,95.694
2170,0.0,100.65,1.0,38.6,113.115
2171,8.1,76.47,1.0,34.622,109.09
2172,0.7,67.4,3.0,29.663,92.723
2173,2.8,86.9,1.0,37.23,110.143
2174,0.0,110.14,1.0,41.514,118.243
2175,0.0,58.15,1.0,25.041,75.624
2176,0.0,79.77,0.0,35.545,95.964
2177,0.0,92.97,1.0,37.235,104.602
2178,0.3,83.21,2.0,33.533,101.416
2179,14.8,96.46,1.0,44.745,132.617
2180,0.0,89.59,0.0,38.951,104.962
2181,0.0,84.59,3.0,35.331,104.777
2182,0.0,97.45,3.0,33.87270857767091,115.075
2183,0.2,86.04,2.0,36.286,104.855
2184,0.0,66.7,3.0,27.902,90.103
2185,0.0,76.87,0.0,33.432,92.096
2186,0.1,70.51,0.0,30.685,86.364
2187,0.0,89.07,5.0,35.441,111.821
2188,7.3,96.74,1.0,42.558,123.508
2189,0.5,90.44,3.0,39.423,114.575
2190,4.3,84.29,0.0,37.703,103.448
2191,0.1,88.25,0.0,37.197,101.934
2192,0.0,54.67,2.0,25.156,76.257
2193,0.0,70.85,2.0,33.87011250730893,96.129
2194,0.0,77.22,2.0,29.478,90.166
2195,1.2,97.93,1.0,37.339,112.525
2196,0.0,80.96,1.0,32.52,92.014
2197,0.0,81.09,0.0,31.784,92.453
2198,0.0,95.57,1.0,33.84865100919757,111.412
2199,9.3,82.41,0.0,37.879,113.015
2200,18.7,90.86,2.0,44.828,139.962
2201,0.0,91.99,1.0,37.293,107.016
2202,0.0,78.56,0.0,29.999,91.68
2203,8.2,65.1,0.0,29.163,92.339
2204,0.3,82.08,0.0,33.652,95.269
2205,0.1,58.07,2.0,26.011,78.752
2206,0.1,98.12,0.0,39.809,110.327
2207,0.0,70.78,1.0,28.117,84.86
2208,0.0,79.68975216730783,2.0,35.99,103.454
2209,0.5,86.47,2.0,34.195,98.73886961091745
2210,0.0,82.71,3.0,34.307,106.401
2211,0.0,75.12,1.0,32.295,91.611
2212,0.6,72.2,1.0,30.661,90.555
2213,0.0,80.47,0.0,33.153,94.022
2214,6.2,101.97,0.0,41.681,122.648
2215,0.2,89.99,1.0,40.133,107.931
2216,0.0,82.68,1.0,34.592,98.757
2217,0.0,63.92,2.0,25.653,82.569
2218,0.0,95.14,1.0,40.589,112.107
2219,0.0,94.1,1.0,40.38,110.442
2220,0.7,89.56,2.0,38.07,106.507
2221,0.4,80.11,0.0,33.329739322621485,94.241
2222,0.0,73.87,2.0,30.58,92.628
2223,0.0,79.36,5.0,34.578,110.202
2224,0.0,63.52,1.0,25.994,80.965
2225,0.0,68.94,4.0,27.225,92.984
2226,0.1,78.49,2.0,33.903,95.68
2227,0.0,70.37,2.0,27.085,89.28
2228,0.5,88.03,1.0,32.666,100.619
2229,0.4,77.67,1.0,31.886,95.712
2230,0.1,86.15,0.0,36.878,97.672
2231,0.2,81.41,3.0,34.055,102.568
2232,0.3,75.35,3.0,29.765,100.605
2233,0.0,60.76,3.0,22.719,81.958
2234,0.2,84.34,0.0,31.634,95.22
2235,17.9,75.11,2.0,32.539,124.027
2236,0.0,100.09,0.0,39.881,111.252
2237,0.2,84.11,0.0,35.543,95.835
2238,3.4,82.27,0.0,32.771,100.462
2239,0.0,76.46,2.0,32.472,96.277
2240,0.2,59.72,0.0,24.163,77.392
2241,0.7,99.75,0.0,40.732,110.21
2242,0.0,82.35,1.0,34.946,98.041
2243,0.0,85.56,0.0,36.484,99.68
2244,0.0,104.42,3.0,38.213,120.547
2245,0.2,82.85,0.0,35.402,96.446
2246,0.6,59.93,1.0,23.894,74.332
2247,0.0,85.45,0.0,34.511,98.728
2248,0.2,73.74,1.0,30.598,88.603
2249,0.4,79.68909210937065,2.0,31.401,91.26
2250,0.0,84.48,0.0,32.733,95.051
2251,0.9,84.48,0.0,34.33,97.376
2252,5.1,79.689035031306,0.0,36.259,105.013
2253,0.0,71.11,1.0,28.281,87.097
2254,0.35,75.72,1.0,29.529,102.591
2255,0.6,60.2,1.0,25.301,76.588
2256,0.3,73.88,2.0,32.54853771416279,94.631
2257,0.0,49.16,1.0,17.799,65.029
2258,1.4,65.38,1.0,29.101,98.73514814152826
2259,0.0,78.34,0.0,33.467,92.177
2260,0.5,55.06,1.0,22.356,72.148
2261,0.0,92.41,1.0,36.858,102.82
2262,0.0,81.5,0.0,38.268,97.55
2263,0.1,53.48,1.0,23.101,71.618
2264,1.6,92.64,0.0,43.022,112.154
2265,0.0,75.35,0.0,35.5,93.101
2266,1.6,64.5,2.0,22.204,77.318
2267,0.0,79.17,0.0,34.14,93.709
2268,0.4,74.89,0.0,31.275,88.498
2269,7.5,83.54,0.0,37.813,110.667
2270,0.1,85.14,2.0,35.608,104.125
2271,0.0,80.46,0.0,31.576,92.085
2272,0.4,95.48,2.0,37.028,112.834
2273,0.0,82.19,0.0,36.64,97.998
2274,0.0,71.46,0.0,29.074,84.592
2275,7.9,81.32,0.0,33.37183598095984,108.269
2276,0.0,79.06,1.0,32.794,95.823
2277,0.1,79.2,0.0,35.395,97.193
2278,0.0,85.62,0.0,36.341,100.992
2279,0.1,77.48,1.0,34.175,97.675
2280,0.9,98.41,1.0,40.494,113.455
2281,0.0,104.19,0.0,37.086,111.77
2282,0.1,71.3,0.0,31.922,88.098
2283,0.2,75.22,2.0,31.788,89.476
2284,0.0,76.9,1.0,30.655,93.601
2285,0.0,99.02,2.0,42.503,115.418
2286,0.2,79.35,1.0,36.49,98.16
2287,0.0,69.65,2.0,28.97,86.323
2288,0.8,84.21,1.0,30.767,100.402
2289,4.2,100.06,3.0,39.729,122.549
2290,0.0,73.87,2.0,23.497,88.186
2291,1.7,90.97,0.0,38.868,105.766
2292,0.4,73.02,2.0,27.518,90.729
2293,0.7,65.2,1.0,26.411,83.665
2294,5.6,89.64,0.0,38.95,114.692
2295,0.6499999999999999,76.42,0.0,33.297,98.73383362844723
2296,1.0,88.46,2.0,33.546,104.819
2297,7.9,68.0,0.0,30.6,94.752
2298,0.3,59.46,0.0,26.301,78.338
2299,0.0,71.23,3.0,28.872,98.73368605592248
2300,0.6,80.83,2.0,35.699,102.355
2301,0.0,84.69,0.0,37.972,99.313
2302,0.4,77.15,1.0,34.07124526472215,91.599
2303,0.0,81.56,0.0,33.724,93.597
2304,0.0,107.8,1.0,42.047,117.388
2305,3.0,83.51,0.0,39.445,106.049
2306,8.7,88.51,1.0,40.27,98.73345258440132
2307,1.0,114.12,2.0,46.841,98.73341498359564
2308,3.2,69.66,0.0,29.118,90.74
2309,0.5,66.98,1.0,26.788,81.985
2310,0.0,71.77,1.0,29.999,89.76
2311,0.0,82.48,0.0,36.036,96.102
2312,1.1,71.69,1.0,30.921,84.988
2313,0.0,79.68811239125242,3.0,30.512,104.906
2314,0.6,82.61,0.0,33.902,94.831
2315,0.8,83.05,0.0,32.967,98.73318606385621
2316,0.0,76.23,1.0,30.262,90.446
2317,8.0,91.22,4.0,43.357,125.966
2318,0.0,87.1,2.0,34.445427045801964,107.724
2319,0.0,85.81,3.0,35.552,109.353
2320,0.3,105.69,1.0,48.004,122.654
2321,0.0,84.69,1.0,34.073,97.31
2322,14.3,92.64,0.0,47.433,133.876
2323,0.0,84.22,1.0,37.263,101.643
2324,0.8,97.34,0.0,36.363,108.202
2325,0.0,85.62,2.0,33.986,102.438
2326,9.9,85.23,1.0,36.902,118.637
2327,0.4,74.17,2.0,34.25529444570223,92.183
2328,0.2,84.83,2.0,36.89,108.557
2329,0.0,61.94,0.0,27.426,98.73255739876018
2330,0.0,75.12,0.0,32.569,89.832
2331,0.0,101.41,0.0,41.375,111.998
2332,0.9,49.83,0.0,23.868,68.812
2333,0.4,109.62,1.0,42.782,122.536
2334,0.0,71.87,3.0,30.656,91.56
2335,0.8,75.94,0.0,32.254,94.224
2336,0.8,56.49,3.0,22.193,71.835
2337,0.1,76.27,1.0,35.401,92.85
2338,4.0,86.15,0.0,34.83,105.712
2339,0.0,91.95,0.0,36.008,102.237
2340,0.0,82.17,3.0,34.719,99.929
2341,0.0,72.34,1.0,30.666,92.254
2342,0.1,73.77,1.0,31.99,93.736
2343,4.4,85.6,2.0,34.379,108.638
2344,0.3,78.94,3.0,30.873,96.634
2345,0.0,100.54,2.0,36.988,114.694
2346,0.0,69.07,3.0,28.247,86.717
2347,0.4,82.59,3.0,35.475,105.339
2348,0.0,63.41,2.0,27.172,79.876
2349,0.0,80.77,0.0,32.343,93.762
2350,0.0,82.16,2.0,34.33,98.73139441553104
2351,0.0,84.24,2.0,32.614,97.376
2352,0.4,87.26,0.0,35.288,99.042
2353,0.6,66.64,1.0,26.616,78.964
2354,0.0,86.55,1.0,34.913,100.859
2355,0.4,81.38,1.0,35.114,97.953
2356,1.1,79.28,2.0,30.696,94.326
2357,12.1,76.16,5.0,34.64,119.695
